UID,IP,Name
sa3006992,1.0,Eric Hepple
sa3006994,1.0,Alex Camacho
sa3006996,1.0,Rion Murrah
sa3007008,1.0,Tanner Dodson
sa3007200,1.0,Chance Kirby
sa3007204,1.0,Sean Wymer
sa3007205,18.35,Francis Bartow
sa3007208,1.0,Tanner Lawson
sa3007211,1.0,Jonathan Heasley
sa3007214,1.0,Conner Nurse
sa3007216,1.0,Bobby Milacki
sa3007217,1.0,Daniel James
sa3007218,1.0,Andy Toelken
sa3007220,1.0,Leif Strom
sa3007221,1.0,Eli Kraus
sa3007223,1.0,Peter Poulin
sa3007224,1.0,Jackson Maynard
sa3007225,5.33333333333,Aaron Ashby
sa3007226,28.65,Clayton Andrews
sa3007227,1.0,Frank Lopez
sa3007228,1.0,Daniel Vilchez
sa3007229,1.0,Kai-Wei Teng
sa3007230,1.0,Charles Cerny
sa3007232,1.0,Jose Ramirez
sa3007234,63.35,Joseph Murray
sa3007235,29.85,Robert Broom
sa3007236,1.0,Austin Lambright
sa3007237,1.0,Chris Roberts
sa3007238,1.0,Victor Azor
sa3007239,1.0,Alberto Gonzalez
sa3007240,1.0,Chavez Fernander
sa3007241,1.0,Kyle Leahy
sa3007242,1.0,Jake Miednik
sa3007243,1.0,Andrew Politi
sa3007244,1.0,Edgar Escobar
sa3007245,1.0,Christian Cosby
sa3007247,27.85,Brad Wilson
sa3007248,1.0,Shawn Dubin
sa3007249,1.0,Troy Watson
sa3007250,1.0,Jake Zebron
sa3007251,1.0,Scott Sunitsch
sa3007252,1.0,Devin Conn
sa3007253,1.0,Stephen Yancey
sa3007254,31.5,Ryan Tapani
sa3007255,1.0,Ben Strahm
sa3007256,1.0,William Woods
sa3007257,1.0,Rigoberto Fernandez
sa3007258,1.0,Kellen Rholl
sa3007259,1.0,Garrett Hill
sa3007260,1.0,Jason Montville
sa3007261,1.0,Austin Briggs
sa3007262,1.0,Tim Herrin
sa3007263,1.0,Jared Tobey
sa3007265,32.0,Cody Tyler
sa3007268,1.0,Grant Townsend
sa3007270,1.0,Tyler Palm
sa3007272,1.0,Felix Minjarez
sa3007274,1.0,JJ Santa Cruz
sa3007275,1.0,Jerry D'Andrea
sa3007277,1.0,Carlos De La Cruz
sa3007454,1.0,Luis Alvarado
sa3007455,1.0,Brady Feigl
sa3007456,1.0,Ricardo Salinas
sa3007457,1.0,Trevor Horn
sa3007458,1.0,Liam Jenkins
sa3007459,1.0,Clay Helvey
sa3007460,12.0,Mason Fox
sa3007461,1.0,Andrew Cabezas
sa3007462,1.0,Cole Aker
sa3007464,1.0,Kyle Glogoski
sa3007465,1.0,Justin Montgomery
sa3007466,1.0,Chi-Feng Lee
sa3007467,1.0,Carlos Vargas
sa3007468,1.0,Yeury Gervacio
sa3007470,1.0,Brian Brown
sa3007471,1.0,Nolan Hoffman
sa3007472,1.0,Tanner Chock
sa3007473,1.0,Reid Birlingmair
sa3007474,1.0,Raydel Velette
sa3007475,47.25,Josiah Gray
sa3007477,1.0,Chase Cohen
sa3007478,1.0,Matthew Willrodt
sa3007479,49.5,Juan Gonzalez
sa3007480,1.0,Tanner Driskill
sa3007481,1.0,Bryce Nightengale
sa3007482,1.0,Cam Baird
sa3007483,1.0,James Salter
sa3007484,1.0,Will Gardner
sa3007485,1.0,Joshua Dye
sa3007488,1.0,Travis Perry
sa3007489,1.0,John Schneider
sa3007490,27.65,Charvez Carter
sa3007491,32.15,Tyler Carr
sa3007492,1.0,Justin McGregor
sa3007493,27.0,Joe Jacques
sa3007494,1.0,Victor Cavalieri
sa3007495,1.0,Domingo Gonzalez
sa3007496,1.0,Enrique Santana
sa3007580,1.0,Allan Winans
sa3007581,1.0,Josh Maciejewski
sa3007583,1.0,Dazon Cole
sa3007584,35.6,Joseph Ryan
sa3007585,1.0,Austin Schulfer
sa3007587,1.0,Adam Wolf
sa3007588,35.35,Daniel Lynch
sa3007589,1.0,Joel Stevens
sa3007590,1.0,Jacob Higginbotham
sa3007592,1.0,Mark Moclair
sa3007594,1.0,Ryan Walker
sa3007595,1.0,Sean Thompson
sa3007597,37.65,Carson Teel
sa3007598,1.0,Dario Gardea
sa3007599,1.0,Luarbert Arias
sa3007600,1.0,Donny Breek
sa3007601,1.0,Ricardo Leon
sa3007602,1.0,Chih-Ting Wang
sa3007603,1.0,Abel Moya
sa3007604,1.0,Robinson Parra
sa3007605,1.0,Darrien Williams
sa3007606,1.0,Manuel Urias
sa3007607,1.0,Martin Cordova
sa3007608,1.0,Denny Roman
sa3007609,1.0,Daniel Bies
sa3007610,1.0,Christian Tripp
sa3007611,1.0,Trey Riley
sa3007612,1.0,Samuel Sisk
sa3007613,1.0,Brad Case
sa3007614,1.0,William Kobos
sa3007617,1.0,Daiveyon Whittle
sa3007618,1.0,Sean Boyle
sa3007619,1.0,Jacob Voss
sa3007620,1.0,Michael Costanzo
sa3007624,73.35,Thomas Parsons
sa3007625,1.0,Carter Love
sa3007626,1.0,Juan Aguilera
sa3007627,1.0,Ronaldo Alesandro
sa3007709,1.0,Brian Rapp
sa3007710,58.5,Kevin Smith
sa3007711,1.0,Parker Kelly
sa3007712,1.0,Colin Schmid
sa3007713,1.0,John Perkins
sa3007714,1.0,Nicholas Sprengel
sa3007715,1.0,James McArthur
sa3007716,1.0,Mark Conger
sa3007717,1.0,Jackson Bertsch
sa3007718,19.5,Layne Henderson
sa3007719,1.0,Tanner Myatt
sa3007720,1.0,William Tribucher
sa3007721,1.0,Josh Roberson
sa3007722,1.0,Austin Anderson
sa3007723,1.0,John Gray
sa3007724,1.0,Victor Vargas
sa3007725,1.0,Martin Herrera
sa3007727,1.0,Lyon Richardson
sa3007728,1.0,Christopher Gau
sa3007729,1.0,Franklin German
sa3007730,1.0,Thomas Ponticelli
sa3007731,1.0,Colin Selby
sa3007732,33.85,Ethan DeCaster
sa3007733,1.0,Aiden McIntyre
sa3007734,1.0,Daniel Martinez
sa3007737,1.0,Pablo Pimentel
sa3007739,1.0,Wesley Noble
sa3007773,1.0,Rayne Supple
sa3007774,1.0,Zachary Daniels
sa3007775,1.0,Justin Jarvis
sa3007776,1.0,Jackson Goddard
sa3007777,1.0,Austin Cox
sa3007778,1.0,Ryan Weiss
sa3007779,1.0,Augustus Varland
sa3007780,1.0,Kody Funderburk
sa3007781,1.0,Miguel Figueroa
sa3007782,1.0,Alexander Pantuso
sa3007783,1.0,Zach Seipel
sa3007801,1.0,Andrew Mitchell
sa3007802,1.0,Logan Browning
sa3007803,35.65,Trenton Toplikar
sa3007805,1.0,Peyton Culbertson
sa3007806,1.0,Miller Hogan
sa3007807,1.0,Rafi Gonell
sa3007808,1.0,Martin Rodriguez
sa3007809,1.0,Theodore McDowell
sa3007811,1.0,Jonathan Fennell
sa3007812,1.0,Christian Vann
sa3007814,1.0,Steven Ledesma
sa3007815,1.0,Kris Jackson
sa3007817,1.0,Austin Ross
sa3007818,1.0,Jackson Rees
sa3007819,1.0,Jose Alcantara
sa3007820,1.0,Starling Javier
sa3007832,26.0,Jonathan Bermudez
sa3007833,1.0,Keegan Curtis
sa3007834,1.0,Taylor Lehman
sa3007835,1.0,Mitchell Stallings
sa3007837,1.0,Matthew Mercer
sa3007838,1.0,Nicklaus Bush
sa3007839,1.0,Taj Bradley
sa3007840,1.0,Anderson Munoz
sa3007841,1.0,Orceli Gomez
sa3007842,1.0,Eiker Huizi
sa3007843,1.0,Giovahniey German
sa3007846,1.0,Moises Causado
sa3007847,1.0,Oscar Valenzuela
sa3007848,1.0,Drew Rom
sa3007849,1.0,Alis Atagua
sa3007850,1.0,Tanner Andrews
sa3007851,1.0,Tyler McKay
sa3007852,1.0,Eddy Demurias
sa3007854,1.0,Erik Cha
sa3007856,1.0,Blake Workman
sa3007857,1.0,Steffon Moore
sa3007858,1.0,Joseph Gonzalez
sa3007859,1.0,Jerrord Perez
sa3007860,35.85,John Patterson
sa3007862,1.0,Tyler Mitzel
sa3007863,1.0,Gustavo Andujar
sa3007895,1.0,Jacob Sims
sa3007896,1.0,Dominic Pipkin
sa3007900,1.0,Daniel Figueroa
sa3007901,1.0,Wilfry Urena
sa3007902,1.0,Daneuris Lagrange
sa3007903,1.0,Rainiery Rodriguez
sa3007904,1.0,Yeankarlos Lleras
sa3007905,1.0,Adenys Bautista
sa3007906,1.0,Ryan Conroy
sa3007907,1.0,Francisco Justo
sa3007909,1.0,Carlos Vega
sa3007910,1.0,Connor Coward
sa3007911,1.0,Colton Harlow
sa3007926,50.5,Timothy Cate
sa3007931,1.0,Denny Bentley
sa3007932,1.0,Calvin Coker
sa3007933,1.0,Randy Vasquez
sa3007934,1.0,Gabriel Cotto
sa3007935,1.0,Leury Tejada
sa3007937,1.0,Cody Smith
sa3007938,1.0,Jesus Turizo
sa3007940,1.0,Blake Bennett
sa3007958,1.0,Cody Deason
sa3007959,20.2333333333,Durbin Feltman
sa3007961,1.0,Harold Galindo
sa3007962,1.0,Jose Valencia
sa3007963,1.0,Erick Pinales
sa3007964,1.0,Riley McCauley
sa3007965,1.0,Caleb Sampen
sa3007966,1.0,Avery Whitney
sa3007969,1.0,Nathan Alexander
sa3007970,1.0,Hunter Speer
sa3007988,34.65,Tylor Megill
sa3007989,68.0,Sean Hjelle
sa3007990,1.0,Stephen Kolek
sa3007991,1.0,Anderson Paulino
sa3007993,1.0,Josh Winder
sa3007994,1.0,Jacob Gilliland
sa3007996,1.0,Ryan Fernandez
sa3007997,1.0,Elijah Villalobos
sa3007998,1.0,Leudeny Pineda
sa3007999,1.0,Tyler Jones
sa3008000,1.0,Connor Mitchell
sa3008019,1.0,Reza Aleaziz
sa3008020,1.0,Michael Brettell
sa3008021,1.0,Chandler Day
sa3008022,1.0,Justin Hagenman
sa3008023,1.0,Roland Schaller
sa3008024,59.35,Brett Conine
sa3008025,1.0,Paul Richan
sa3008026,1.0,Chris Vallimont
sa3008027,1.0,Kevin Biondic
sa3008028,1.0,Ryan Dunne
sa3008034,1.0,Clayton Chatham
sa3008035,1.0,Ryan Miller
sa3008037,1.0,Ethan Evanko
sa3008039,1.0,Julio Avendano
sa3008040,1.0,Yusniel Padron-Artilles
sa3008043,1.0,Austin Drury
sa3008045,1.0,Manual Tovar
sa3008048,1.0,Andrew McGuire
sa3008066,1.0,Mark Potter
sa3008067,1.0,Cam Sanders
sa3008068,1.0,Zachary Neff
sa3008069,1.0,Keylan Killgore
sa3008071,1.0,Zach Wolf
sa3008072,50.0,Tommy Wilson
sa3008074,1.0,Antonio Jimenez
sa3008096,26.85,Benjamin Onyshko
sa3008097,1.0,Jacob Bird
sa3008098,1.0,Thad Ward
sa3008100,1.0,Jacob Wong
sa3008102,1.0,Joel Condreay
sa3008103,1.0,Robert Baker
sa3008104,1.0,Roddery Munoz
sa3008127,1.0,Tyler Daniels
sa3008129,1.0,Jackson Rose
sa3008130,30.15,Grayson Rodriguez
sa3008131,1.0,Yoniel Ramirez
sa3008132,1.0,Ethan Roberts
sa3008133,1.0,Jordan Scott
sa3008134,1.0,John O'Reilly
sa3008135,1.0,Cooper Casad
sa3008136,1.0,Fraicy Breton
sa3008137,1.0,Victor Villanueva
sa3008158,1.0,Brendan Meyer
sa3008159,1.0,Richard Freure
sa3008161,1.0,Ryan Shetter
sa3008162,1.0,Rodney Hutchison
sa3008163,1.0,Matthew Liberatore
sa3008164,1.0,Miguel Vinicio
sa3008165,1.0,Bryan Warzek
sa3008166,1.0,Justin Wilson
sa3008169,1.0,Luis Curvelo
sa3008170,1.0,Enrique Yeguez
sa3008171,1.0,Francisco Fermin
sa3008172,1.0,Zachary Mort
sa3008173,1.0,Ben Madison
sa3008175,1.0,Normand Mendoza
sa3008176,1.0,Samuel Perez
sa3008221,1.0,Parker Joe Robinson
sa3008222,1.0,Ryan Feltner
sa3008223,42.0,Jacob Irvin
sa3008224,76.15,Nolan Kingham
sa3008225,20.65,Ryley Gilliam
sa3008226,1.0,Alec Rennard
sa3008227,1.0,Michael Byrne
sa3008237,1.0,Rito Lugo
sa3008243,1.0,Barrett Loseke
sa3008244,30.825,Ryan Rolison
sa3008245,1.0,Allen Montgomery
sa3008258,1.0,Ryan Williamson
sa3008259,1.0,Derek Casey
sa3008260,1.0,Jarrett Montgomery
sa3008261,1.0,Austin Rivera
sa3008262,1.0,Ewdy Aquino
sa3008263,1.0,Joander Suarez
sa3008264,1.0,Oriel Castro
sa3008265,1.0,Robin Vazquez
sa3008266,1.0,Reyson Santos
sa3008273,45.675,Jackson Kowar
sa3008274,1.0,Joseph Matulovich
sa3008275,1.0,Jonathan Almonte
sa3008276,1.0,Ramon Fernandez
sa3008290,1.0,Brendan Hardy
sa3008291,1.0,Cayden Hatcher
sa3008303,1.0,Octavio Becerra
sa3008305,1.0,William Raiden
sa3008310,1.0,Jonathan France
sa3008311,1.0,Davis Martin
sa3008312,58.85,Colton Eastman
sa3008313,1.0,Grant Wolfram
sa3008314,1.0,Jacob Billingsley
sa3008315,1.0,Alejandro Gallegos
sa3008325,1.0,Kacey Murphy
sa3008326,1.0,Christopher Machamer
sa3008333,1.0,Nicholas Thwaits
sa3008334,1.0,Alexuan Vega
sa3008335,1.0,Kohl Franklin
sa3008336,1.0,Evan Lee
sa3008337,1.0,Christopher Allen
sa3008338,1.0,Jacob Lopez
sa3008340,1.0,Devin Sweet
sa3008356,1.0,Jayson Schroeder
sa3008357,1.0,Ismael Gomez
sa3008358,1.0,Rafael Feliz
sa3008361,1.0,Brian Metoyer
sa3008362,1.0,Steven Perez
sa3008371,1.0,Konnor Pilkington
sa3008372,1.0,Franyer Hernandez
sa3008374,1.0,Eduar Segovia
sa3008375,1.0,Jose Quezada
sa3008386,1.0,Logan Gillaspie
sa3008387,1.0,Damon Casetta-Stubbs
sa3008390,1.0,Dario Peralta
sa3008401,1.0,Jake Kinney
sa3008403,1.0,Jose Maldonado
sa3008404,1.0,Edinson Diaz
sa3008405,1.0,Yeyson Velez
sa3008406,1.0,Jorge Bautista
sa3008417,1.0,John Rooney
sa3008418,1.0,Gregorio Reyes
sa3008423,71.15,Simeon Woods Richardson
sa3008426,1.0,Niklas Rimmel
sa3008427,1.0,Charles Ruegger
sa3008429,1.0,Cody Brown
sa3008433,1.0,David Flores
sa3008434,1.0,Richard Guasch
sa3008436,35.54,Ryan Weathers
sa3008438,1.0,Gustavo Rodriguez
sa3008443,1.0,Zachary Willeman
sa3008445,1.0,Tomas Reyes
sa3008451,1.0,Kevin Hernandez
sa3008453,1.0,Troy Miller
sa3008454,1.0,Michael Gomez
sa3008456,1.0,Stalyn Sanchez
sa3008462,1.0,Kevin Folman
sa3008470,1.0,Braxton Ashcraft
sa3008471,1.0,Jeremis Herrera
sa3008472,1.0,Niels Stone
sa3008477,1.0,Jean Correa
sa3008478,1.0,Thomas Sutera
sa3008480,1.0,Blakely Brown
sa3008483,1.0,Griffin Roberts
sa3008485,1.0,Juan Acosta
sa3008486,1.0,Joelvis Del Rosario
sa3008487,1.0,Wilkelma Castillo
sa3008488,1.0,Nick Starr
sa3008490,1.0,Enmanuel Pio
sa3008498,1.0,Matthew Hartman
sa3008500,1.0,Levi Kelly
sa3008502,1.0,Kyle Arjona
sa3008513,1.0,Reese Olson
sa3008514,17.35,Jacob Haberer
sa3008517,1.0,Michael Burrows
sa3008518,1.0,Ian Koch
sa3008523,1.0,Zachary Haake
sa3008526,30.7666666667,Tristan Beck
sa3008527,1.0,Victor Vodnik
sa3008530,1.0,Igor Kimura
sa3008532,1.0,Blaine Knight
sa3008535,1.0,Hsin-Chieh Lin
sa3008542,1.0,Jordany Ventura
sa3008547,77.94,Shane McClanahan
sa3008548,1.0,Chase Shugart
sa3008549,1.0,Yamil Castillo
sa3008554,1.0,Rafael Martinez
sa3008557,1.0,Andrew Miller
sa3008565,1.0,Alexander Demchak
sa3008571,1.0,Fernando Olguin
sa3008577,1.0,Justin Lewis
sa3008578,1.0,Adam Kloffenstein
sa3008584,1.0,Carlos Rodriguez
sa3008589,1.0,Ethan Hankins
sa3008595,21.0,Alex Phillips
sa3008597,1.0,Joseph DeMers
sa3008598,70.5,Logan Gilbert
sa3008599,1.0,Aaron Hernandez
sa3008604,1.0,Yasutomo Kubo
sa3008605,1.0,Kyle Bradish
sa3008606,1.0,Cooper Criswell
sa3008611,33.5,Bryson Sands
sa3008612,1.0,Joshua Hiatt
sa3008614,1.0,Bryan Pall
sa3008618,1.0,Jin-Woo Kim
sa3008619,1.0,Joseph Record
sa3008625,1.0,Michael Grove
sa3008626,56.5,Justin Vernia
sa3008627,1.0,Ryan Fritze
sa3008628,1.0,Jorge Perez
sa3008629,1.0,Luke Heimlich
sa3008630,1.0,Tim Brennan
sa3008631,1.0,Victor Buelna
sa3008635,1.0,Erick Valenzuela
sa3008636,1.0,Edgar Martinez
sa3008641,1.0,Irving Machuca
sa3008645,1.0,Tyler Gillies
sa3008653,1.0,Cody Morris
sa3008654,36.15,Shumpei Yoshikawa
sa3008656,1.0,Yohandry Perez
sa3008662,1.0,Cole Winn
sa3008663,1.0,Brandon Marklund
sa3008668,1.0,Kyle Marman
sa3008669,1.0,Hugh Smith
sa3008677,1.0,Luis Garcia
sa3008678,1.0,Jerming Rosario
sa3008681,1.0,Jose Mercedes
sa3008684,1.0,Carlos Telleria
sa3008685,1.0,Jonathan Rivas
sa3008686,1.0,Efren Diaz
sa3008687,1.0,Wilkelman Gonzalez
sa3008689,1.0,Eli Moron
sa3008692,1.0,Rafael Tua
sa3008693,1.0,Maycold Leon
sa3008695,1.0,Jean Marcelino
sa3008696,1.0,Luis Mendoza
sa3008697,1.0,Juan Encarnacion
sa3008702,1.0,Rafael Garcia
sa3008703,1.0,Jose Chambuco
sa3008708,1.0,Wilgenis Alvarado
sa3008712,1.0,Juanfer Castro
sa3008713,1.0,Carlo Reyes
sa3008714,1.0,Jose Franco
sa3008721,1.0,Juan Polo
sa3008723,1.0,Frander Veras
sa3008727,1.0,Juan Pichardo
sa3008728,1.0,Jordany Vasquez
sa3008733,1.0,Joel Benitez
sa3009205,1.0,Breidy Encarnacion
sa3009206,1.0,Abdiel Medina
sa3009207,1.0,Wilton Perez
sa3009208,1.0,Wilson Gherbaz
sa3009210,1.0,Claudio Ochoa
sa3009211,1.0,Andres Ortuno
sa3009212,1.0,Luis Talavera
sa3009215,1.0,Osiris Sierra
sa3009219,1.0,Juan Martinez
sa3009220,1.0,Samuel Valerio
sa3009221,1.0,Igor Avila
sa3009222,1.0,Christian Suarez
sa3009223,1.0,Hamilton Andujar
sa3009226,1.0,Carlos Gutierrez
sa3009227,1.0,Reinys Portillo
sa3009228,1.0,Bejardi Meza
sa3009229,1.0,Jorge Garcia
sa3009230,1.0,Adriel Gonzalez
sa3009231,1.0,Abismael Paulino
sa3009232,1.0,Jhonny Duran
sa3009234,1.0,Roger Rodriguez
sa3009236,1.0,Cristofer Adames
sa3009238,1.0,Brailin Rodriguez
sa3009239,1.0,Wilson Castillo
sa3009241,1.0,Felipe Mezquita
sa3009246,1.0,Winder Garcia
sa3009247,1.0,Julio Goff
sa3009248,1.0,Erasmo Moreno
sa3009263,1.0,Nelcido Ramos
sa3009268,1.0,William Miranda
sa3009272,1.0,Juan Burgos
sa3009273,1.0,Edward Sosa
sa3009458,1.0,Nixson Munoz
sa3009459,1.0,Fernando Ortega
sa3009461,1.0,Mauricio Bascunan
sa3009463,1.0,Gabriel Jackson
sa3009464,1.0,Carlos Reyes
sa3009466,1.0,Alberto Sojo
sa3009467,1.0,Carlos Del Rosario
sa3009468,1.0,Faysel Gregorio
sa3009469,1.0,Elvis Jerez
sa3009470,1.0,Angel Chivilli
sa3009471,1.0,Manuel Olivares
sa3009472,1.0,Jhan Zambrano
sa3009474,1.0,Luis Castillo
sa3009481,1.0,Roberto Garza
sa3009482,1.0,Daniel Gonzalez
sa3009484,1.0,Yaifer Perdomo
sa3009487,1.0,Miguel Vargas
sa3009488,1.0,Johan Montero
sa3009489,1.0,Fernando Chacon
sa3009490,1.0,Andres Castro
sa3009493,1.0,Miguel Cordones
sa3009494,1.0,Gabriel Aguilera
sa3009495,1.0,Luis Florentino
sa3009497,1.0,Engels Martinez
sa3009499,1.0,Homer Cruz
sa3009500,1.0,Darling Grullon
sa3009503,1.0,Diorys Guerrero
sa3009505,1.0,Alfredo Raciel
sa3009506,1.0,Martin Salazar
sa3009508,1.0,Dwayne Matos
sa3009509,1.0,Jesus Lugo
sa3009510,1.0,Yoldi Pimentel
sa3009511,1.0,Melvin Arteaga
sa3009512,1.0,Lisandro Marin
sa3009513,1.0,Maximiguel Rudecindo
sa3009514,1.0,Christopher Soriano
sa3009516,1.0,Jesus Chavez
sa3009517,1.0,Fausto Pediet
sa3009519,1.0,Carlos Pena
sa3009520,1.0,Jose Valdez
sa3009521,1.0,Reibyn Corona
sa3009524,1.0,Jorge Ramos
sa3009531,1.0,Gilberto Sosa
sa3009533,1.0,Alejandro Carrillo
sa3009586,1.0,Diomede Sierra
sa3009590,1.0,Neyker Ibarra
sa3009595,1.0,Pedro Cordero
sa3009596,1.0,Pablo Mujica
sa3009599,1.0,Yoscar Pimentel
sa3009600,1.0,Jheyson Perez
sa3009601,1.0,Oscar Castaneda
sa3009605,1.0,Soenni Martinez
sa3009606,1.0,Jose Gonzalez
sa3009609,1.0,Wuilliam Hernandez
sa3009611,1.0,Manuel Avila
sa3009617,1.0,Luis Crisostomo
sa3009618,1.0,Danifer Diaz
sa3009619,1.0,Adrian Gonzalez
sa3009620,1.0,Jose Mullings
sa3009621,1.0,Ronaldo Guzman
sa3009622,1.0,Railin Perez
sa3009623,1.0,Sergio Umana
sa3009624,1.0,Johnfi Liquet
sa3009627,1.0,Jesus Rojas
sa3009629,1.0,Hancel Rincon
sa3009632,1.0,Misael Tamarez
sa3009634,1.0,Raynalf Ruiz
sa3009636,1.0,Victor Lopez
sa3009638,1.0,Edgar Manzo
sa3009640,1.0,Yovanny Cabrera
sa3009713,1.0,Carlos Calderon
sa3009714,1.0,Luis Lopez
sa3009715,1.0,Luis Nunez
sa3009716,1.0,Angel Bastardo
sa3009717,1.0,Ronald Pereira
sa3009719,1.0,Juan Polanco
sa3009720,1.0,Cal Maduro
sa3009721,1.0,Jeremi Rodriguez
sa3009722,1.0,Frailyn Sanchez
sa3009723,1.0,Jason Bonilla
sa3009724,1.0,Ronny Rincones
sa3009725,1.0,Listher Sosa
sa3009726,1.0,Adrian Mendez
sa3009727,1.0,Anthony Molina
sa3009735,1.0,Sergio Sanchez
sa3009738,1.0,Osiris Santana
sa3009742,1.0,Nomar Rojas
sa3009744,1.0,Jeffry Reynoso
sa3009747,1.0,Harold Melenge
sa3009748,1.0,Cristopher Valdez
sa3009750,1.0,Yonael Dominguez
sa3009751,1.0,Angel Brito
sa3009752,1.0,Mario Doble
sa3009754,1.0,Jose Nodal
sa3009755,1.0,Yordy Richard
sa3009777,1.0,Frandy Cuevas
sa3009778,1.0,Luis De La Rosa
sa3009779,1.0,Alexander Tapia
sa3009780,1.0,Victor Rodriguez
sa3009782,1.0,Johan Otanez
sa3009783,1.0,Rafmar Medina
sa3009785,1.0,Marvin Brown
sa3009788,1.0,Wilmer Ortega
sa3009789,1.0,Ronni Montero
sa3009812,1.0,Bernardo Hiraldo
sa3009851,1.0,Wander Guante
sa3009856,1.0,Daniel Robert
sa3009857,1.0,Kipp Rollings
sa3009859,1.0,Cristian Sierra
sa3009860,1.0,Daniel Morgan
sa3009861,1.0,Nicolas Laio
sa3009863,1.0,Nathan Fisher
sa3009919,1.0,Sam Hellinger
sa3009920,1.0,Jason Morgan
sa3009923,1.0,Josh Smith
sa3009924,1.0,Dylan King
sa3009926,1.0,Joshua McMinn
sa3009928,1.0,Travis Kuhn
sa3009929,1.0,William Martin
sa3009933,1.0,Derrick Adams
sa3009935,1.0,Stephen Jones
sa3009937,1.0,William Gaston
sa3009938,1.0,Paul Milto
sa3009940,1.0,Chase Solesky
sa3009942,1.0,Phillip Lacaze
sa3009944,1.0,Mitchell Ragan
sa3009950,1.0,Luis Moreno
sa3009982,1.0,Hogan Harris
sa3009985,1.0,Gabriel Ponce
sa3009986,1.0,Nathanael Heredia
sa3009987,1.0,Brian Eichhorn
sa3009989,1.0,Jing-Yu Chang
sa3009992,1.0,Hyun-il Choi
sa3009993,1.0,Henry Gomez
sa3009995,1.0,Albert Breton
sa3009998,1.0,Daniel Goggin
sa3010000,1.0,Evan Johnson
sa3010001,1.0,Deacon Medders
sa3010004,1.0,Vladimir Nunez
sa3010110,1.0,Kaleb Roper
sa3010111,1.0,Matthew Waldron
sa3010112,1.0,Cullen Dana
sa3010114,1.0,Tyson Messer
sa3010117,1.0,Daniel Metzdorf
sa3010119,1.0,Mitchell Kilkenny
sa3010120,1.0,Nichollas Silva
sa3010123,1.0,Justin Friedman
sa3010124,1.0,Florencio Serrano
sa3010126,1.0,Matt Martin
sa3010127,1.0,Andrew Gross
sa3010128,1.0,Cameron Enck
sa3010129,1.0,Julian Smith
sa3010130,1.0,Luis Mey
sa3010131,1.0,Mario Perez
sa3010132,1.0,Woo-Young Jin
sa3010133,1.0,Peyton Battenfield
sa3010136,1.0,Luke Chevalier
sa3010137,1.0,Joseph LaSorsa
sa3010138,1.0,Tyler Poulin
sa3010141,1.0,Garrett Leonard
sa3010142,1.0,Bernie Martinez
sa3010143,1.0,Jeremiah Burke
sa3010144,1.0,Randall Wynne
sa3010242,1.0,Manuel Espinoza
sa3010243,1.0,Connor Van Scoyoc
sa3010247,1.0,Luis Martinez
sa3010250,1.0,Nicholas Fraze
sa3010252,1.0,Declan Cronin
sa3010253,1.0,Tyler Driver
sa3010254,1.0,Austin Roberts
sa3010255,1.0,Logan Rinehart
sa3010256,1.0,Avery Weems
sa3010257,1.0,McKinley Moore
sa3010265,1.0,Trey Jeans
sa3010266,1.0,Andricson Salvador
sa3010267,1.0,Alexander Nolan
sa3010301,1.0,Samuel Peralta
sa3010306,1.0,Logan Gragg
sa3010307,1.0,Nathan Wiles
sa3010310,1.0,Cooper Bradford
sa3010313,1.0,Jason Blanchard
sa3010316,1.0,Brad Bonnenfant
sa3010318,1.0,Peyton Long
sa3010324,1.0,Alan Ramirez
sa3010362,1.0,Luis Contreras
sa3010367,1.0,Eric Mock
sa3010368,1.0,Jeremy Randolph
sa3010369,1.0,Chase Chaney
sa3010377,1.0,Robert Politz
sa3010380,1.0,Ethan Elliott
sa3010385,1.0,Samuel Williams
sa3010553,1.0,Nathaniel Hadley
sa3010554,1.0,Connor Lehmann
sa3010555,1.0,Ryan Shreve
sa3010556,1.0,Noah Davis
sa3010557,1.0,Derek West
sa3010558,1.0,Nicholas Ernst
sa3010566,1.0,Alec Barger
sa3010567,1.0,Dalton Roach
sa3010568,1.0,Josue Panacual
sa3010569,1.0,Adrian Florencio
sa3010577,1.0,Jason Reynolds
sa3010579,1.0,Dakota Davenport
sa3010619,1.0,Parker Caracci
sa3010624,1.0,Jared DiCesare
sa3010625,1.0,Grant Ford
sa3010627,1.0,Samuel Ryan
sa3010630,1.0,Brandon Komar
sa3010631,1.0,Jacques Pucheu
sa3010632,1.0,Jeff Lindgren
sa3010633,1.0,Cody Laweryson
sa3010646,1.0,Keven Pimentel
sa3010649,1.0,Michael Bienlien
sa3010661,1.0,Zakaria Baayoun
sa3010666,1.0,Kumar Nambiar
sa3010670,1.0,Robert Klinchock
sa3010776,1.0,Jonah Dipoto
sa3010777,1.0,Zachary Hess
sa3010778,1.0,Jacob Sommers
sa3010784,1.0,Sidney Thomas
sa3010787,1.0,Evan McKendry
sa3010793,1.0,Yostin Villalobos
sa3010795,1.0,Kelvin LaRoche
sa3010800,1.0,Edwin Jimenez
sa3010803,1.0,Hector Lopez
sa3010804,1.0,Jose Ruviera
sa3010805,1.0,Felipito Santos
sa3010808,1.0,Juan De Los Santos
